id,name,district,state,population,lat,lon,area
1607,Schneeberg,Erzgebirgskreis,Sachsen,13790,50.59417,12.64556,23.35
1608,Schneverdingen,Heidekreis,Niedersachsen,18881,53.11667,9.8,234.58
1609,Schongau,Weilheim-Schongau,Bayern,12350,47.817,10.9,21.35
1610,Schopfheim,Lörrach,Baden-Württemberg,19763,47.65,7.817,68.01
1611,Schorndorf,Rems-Murr-Kreis,Baden-Württemberg,39785,48.8,9.533,56.86
1612,Schortens,Friesland,Niedersachsen,20483,53.533,7.95,68.67
1613,Schotten,Vogelsbergkreis,Hessen,10045,50.5,9.117,133.56
1614,Schramberg,Rottweil,Baden-Württemberg,21059,48.22694,8.38417,80.7
1615,Schraplau,Saalekreis,Sachsen-Anhalt,1077,51.43639,11.665,7.05
1616,Schriesheim,Rhein-Neckar-Kreis,Baden-Württemberg,14921,49.47361,8.65917,31.64
1617,Schrobenhausen,Neuburg-Schrobenhausen,Bayern,17381,48.533,11.267,75.31
1618,Schrozberg,Schwäbisch Hall,Baden-Württemberg,5797,49.34444,9.98056,105.21
1619,Schwaan,Rostock,Mecklenburg-Western Pomerania,5017,53.93889,12.10694,38.28
1620,Schwabach,Urban district,Bayern,41056,49.32917,11.02083,40.71
1621,Schwabmünchen,Augsburg,Bayern,14335,48.17889,10.755,55.52
1622,Schwaigern,Heilbronn,Baden-Württemberg,11481,49.133,9.05,49.5
1623,Schwalbach am Taunus,Main-Taunus-Kreis,Hessen,15372,50.15,8.533,6.47
1624,Schwalmstadt,Schwalm-Eder-Kreis,Hessen,18091,50.933,9.217,84.74
1625,Schwandorf,Schwandorf,Bayern,29020,49.32833,12.11,123.76
1626,Schwanebeck,Harz,Sachsen-Anhalt,2426,51.9675,11.12083,32.61
1627,Schwarzatal,Saalfeld-Rudolstadt,Thüringen,3504,50.583,11.15,25.99
1628,Schwarzenbach a.Wald,Hof,Bayern,4351,50.28333,11.62083,36.5
1629,Schwarzenbach a.d.Saale,Hof,Bayern,6865,50.22083,11.93333,55.1
1630,Schwarzenbek,Herzogtum Lauenburg,Schleswig-Holstein,16560,53.50417,10.47917,11.56
1631,Schwarzenberg,Erzgebirgskreis,Sachsen,16168,50.54528,12.77917,46.25
1632,Schwarzenborn,Schwalm-Eder-Kreis,Hessen,1200,50.917,9.433,26.9
1633,Schwarzheide,Oberspreewald-Lausitz,Brandenburg,5568,51.48306,13.86667,33.23
1634,Schwedt,Uckermark,Brandenburg,30189,53.05,14.267,252.19
1635,Schweich,Trier-Saarburg,Rheinland-Pfalz,7866,49.82,6.75222,31.08
1636,Schweinfurt,Urban district,Bayern,53319,50.05,10.23333,35.71
1637,Schwelm,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,28590,51.267,7.267,20.5
1638,Schwentinental,Plön,Schleswig-Holstein,13769,54.267,10.217,17.81
1639,Schwerin,Urban district,Mecklenburg-Western Pomerania,95609,53.63333,11.41667,130.46
1640,Schwerte,Unna,Nordrhein-Westfalen,46124,51.44583,7.56528,56.2
1641,Schwetzingen,Rhein-Neckar-Kreis,Baden-Württemberg,21577,49.383,8.567,21.62
1642,Schwäbisch Gmünd,Ostalbkreis,Baden-Württemberg,61216,48.8,9.8,113.78
1643,Schwäbisch Hall,Schwäbisch Hall,Baden-Württemberg,40679,49.11222,9.7375,104.23
1644,Schömberg,Zollernalbkreis,Baden-Württemberg,4754,48.21139,8.76167,23.27
1645,Schönau im Schwarzwald,Lörrach,Baden-Württemberg,2425,47.78667,7.89417,14.7
1646,Schönau,Rhein-Neckar-Kreis,Baden-Württemberg,4427,49.43556,8.80917,22.49
1647,Schönberg,Nordwestmecklenburg,Mecklenburg-Western Pomerania,4699,53.85,10.917,52.18
1648,Schönebeck,Salzlandkreis,Sachsen-Anhalt,30387,52.017,11.75,85.77
1649,Schöneck,Vogtlandkreis,Sachsen,3114,50.367,12.317,55.06
1650,Schönewalde,Elbe-Elster,Brandenburg,3056,51.8125,13.22278,155.13
1651,Schöningen,Helmstedt,Niedersachsen,11214,52.133,10.95,35.36
1652,Schönsee,Schwandorf,Bayern,2387,49.517,12.55,50.27
1653,Schönwald,Wunsiedel im Fichtelgebirge,Bayern,3215,50.2,12.083,19.18
1654,Schöppenstedt,Wolfenbüttel,Niedersachsen,5484,52.13306,10.77833,39.65
1655,Schüttorf,Grafschaft Bentheim,Niedersachsen,12937,52.317,7.217,19.43
1656,Sebnitz,Sächsische Schweiz-Osterzgebirge,Sachsen,9365,50.967,14.283,88.09
1657,Seehausen,Stendal,Sachsen-Anhalt,4817,52.867,11.75,106.99
1658,Seeland,Salzlandkreis,Sachsen-Anhalt,7796,51.8,11.333,78.79
1659,Seelow,Märkisch-Oderland,Brandenburg,5394,52.51667,14.38306,25.28
1660,Seelze,Hanover,Niedersachsen,34260,52.39611,9.59806,54.0
1661,Seesen,Goslar,Niedersachsen,19111,51.89306,10.17833,102.13
1662,Sehnde,Hanover,Niedersachsen,23554,52.31611,9.96417,103.44
1663,Seifhennersdorf,Görlitz,Sachsen,3622,50.933,14.617,19.13
1664,Selbitz,Hof,Bayern,4275,50.317,11.75,27.7
1665,Selb,Wunsiedel im Fichtelgebirge,Bayern,14708,50.167,12.133,62.37
1666,Seligenstadt,Offenbach,Hessen,21226,50.033,8.967,30.85
1667,Selm,Unna,Nordrhein-Westfalen,25802,51.683,7.483,60.34
1668,Selters,Westerwaldkreis,Rheinland-Pfalz,2819,50.53222,7.75722,8.71
1669,Sendenhorst,Warendorf,Nordrhein-Westfalen,13289,51.84389,7.82778,96.66
1670,Senden,Neu-Ulm,Bayern,22587,48.317,10.067,25.17
1671,Senftenberg,Oberspreewald-Lausitz,Brandenburg,23371,51.517,14.017,127.56
1672,Seßlach,Coburg,Bayern,3949,50.167,10.833,72.51
1673,Siegburg,Rhein-Sieg-Kreis,Nordrhein-Westfalen,41669,50.80139,7.20444,23.47
1674,Siegen,Siegen-Wittgenstein,Nordrhein-Westfalen,101943,50.883,8.017,114.67
1675,Sigmaringen,Sigmaringen,Baden-Württemberg,16916,48.08667,9.21639,92.85
1676,Simbach am Inn,Rottal-Inn,Bayern,10055,48.267,13.017,47.33
1677,Simmern,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,7860,49.98333,7.51667,11.96
1678,Sindelfingen,Böblingen,Baden-Württemberg,64595,48.71333,9.00278,50.85
1679,Singen,Konstanz,Baden-Württemberg,48033,47.76278,8.84,61.75
1680,Sinsheim,Rhein-Neckar-Kreis,Baden-Württemberg,35433,49.25,8.883,127.01
1681,Sinzig,Ahrweiler,Rheinland-Pfalz,17642,50.54528,7.25194,41.02
1682,Soest,Soest,Nordrhein-Westfalen,47206,51.57111,8.10917,85.81
1683,Solingen,Urban district,Nordrhein-Westfalen,159193,51.16667,7.08333,89.45
1684,Solms,Lahn-Dill-Kreis,Hessen,13641,50.53972,8.40722,34.05
1685,Soltau,Heidekreis,Niedersachsen,21292,52.983,9.833,203.25
1686,Sondershausen,Kyffhäuserkreis,Thüringen,21034,51.367,10.867,114.36
1687,Sonneberg,Sonneberg,Thüringen,23229,50.35,11.167,84.69
1688,Sonnewalde,Elbe-Elster,Brandenburg,3154,51.68306,13.65,118.54
1689,Sonthofen,Oberallgäu,Bayern,21517,47.51583,10.28111,20.982
1690,Sontra,Werra-Meißner-Kreis,Hessen,7693,51.067,9.933,111.29
1691,Spaichingen,Tuttlingen,Baden-Württemberg,13187,48.07583,8.73778,18.5
1692,Spalt,Roth,Bayern,5087,49.17389,10.9275,55.8
1693,Spangenberg,Schwalm-Eder-Kreis,Hessen,6039,51.117,9.667,97.7
1694,Speicher,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,3624,49.93722,6.63806,15.37
1695,Spenge,Herford,Nordrhein-Westfalen,14419,52.13306,8.48306,40.244
1696,Speyer,Urban district,Rheinland-Pfalz,50741,49.31944,8.43111,42.58
1697,Spremberg,Spree-Neiße,Brandenburg,21749,51.57167,14.37944,202.31
1698,Springe,Hannover,Niedersachsen,29084,52.217,9.55,159.78
1699,Sprockhövel,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,24702,51.367,7.25,47.78
1700,Stadt Tegernsee,Miesbach,Bayern,3652,47.7,11.767,22.77
1701,Stadt Wehlen,Sächsische Schweiz-Osterzgebirge,Sachsen,1565,50.95694,14.03222,10.81
1702,Stadtallendorf,Marburg-Biedenkopf,Hessen,21263,50.833,9.017,78.29
1703,Stadtbergen,Augsburg,Bayern,15222,48.367,10.85,11.5
1704,Stadthagen,Schaumburg,Niedersachsen,22347,52.32472,9.20694,60.27
1705,Stadtilm,Ilm-Kreis,Thüringen,8428,50.775,11.08083,120.26
1706,Stadtlohn,Borken,Nordrhein-Westfalen,20290,51.9925,6.915,79.06
1707,Stadtoldendorf,Holzminden,Niedersachsen,5636,51.883,9.617,24.86
1708,Stadtprozelten,Miltenberg,Bayern,1536,49.783,9.417,10.84
1709,Stadtroda,Saale-Holzland-Kreis,Thüringen,6590,50.85,11.73333,24.07
1710,Stadtsteinach,Kulmbach,Bayern,3113,50.167,11.5,39.65
1711,Starnberg,Starnberg,Bayern,23511,47.99722,11.34056,61.77
1712,Staufen im Breisgau,Breisgau-Hochschwarzwald,Baden-Württemberg,8182,47.88139,7.73139,23.26
1713,Staufenberg,Gießen,Hessen,8448,50.667,8.717,28.13
1714,Stavenhagen,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,5721,53.7,12.9,40.84
1715,Staßfurt,Salzlandkreis,Sachsen-Anhalt,24618,51.867,11.567,146.53
1716,Steinach,Sonneberg,Thüringen,3762,50.43333,11.16667,26.35
1717,Steinau an der Straße,Main-Kinzig-Kreis,Hessen,10192,50.317,9.467,104.88
1718,Steinbach-Hallenberg,Schmalkalden-Meiningen,Thüringen,9479,50.70056,10.56667,76.72
1719,Steinbach,Hochtaunuskreis,Hessen,10678,50.167,8.567,4.4
1720,Steinfurt,Steinfurt,Nordrhein-Westfalen,34431,52.1475,7.34417,111.42
1721,Steinheim an der Murr,Ludwigsburg,Baden-Württemberg,12122,48.96667,9.28333,23.19
1722,Steinheim,Höxter,Nordrhein-Westfalen,12617,51.86583,9.09444,75.68
1723,Stein,Fürth,Bayern,14346,49.417,11.017,19.52
1724,Stendal,Stendal,Sachsen-Anhalt,38778,52.6,11.85,268.02
1725,Sternberg,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,4120,53.7,11.817,67.67
1726,Stockach,Konstanz,Baden-Württemberg,17116,47.85139,9.01139,69.75
1727,Stolberg,Aachen,Nordrhein-Westfalen,56377,50.767,6.233,98.52
1728,Stollberg,Erzgebirgskreis,Sachsen,11235,50.70833,12.77833,38.82
1729,Stolpen,Sächsische Schweiz-Osterzgebirge,Sachsen,5564,51.04889,14.08278,60.85
1730,Storkow,Oder-Spree,Brandenburg,9352,52.25,13.933,179.96
1731,Straelen,Kleve,Nordrhein-Westfalen,16248,51.45,6.26667,74.0
1732,Stralsund,Vorpommern-Rügen,Mecklenburg-Western Pomerania,59205,54.30917,13.08194,54.07
1733,Strasburg,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,4553,53.5,13.75,86.84
1734,Straubing,Urban district,Bayern,47612,48.883,12.567,67.58
1735,Strausberg,Märkisch-Oderland,Brandenburg,26939,52.58333,13.88333,67.86
1736,Strehla,Meißen,Sachsen,3688,51.3525,13.22583,30.07
1737,Stromberg,Bad Kreuznach,Rheinland-Pfalz,3381,49.94694,7.77944,9.02
1738,Stutensee,Karlsruhe,Baden-Württemberg,24897,49.06472,8.47167,45.67
1739,Stuttgart,Stadtkreis,Baden-Württemberg,630305,48.782,9.184,207.33
1740,Stößen,Burgenlandkreis,Sachsen-Anhalt,912,51.10972,11.93306,7.29
1741,Stühlingen,Waldshut,Baden-Württemberg,5385,47.74528,8.44583,93.2
1742,Suhl,Urban district,Thüringen,36395,50.61056,10.69306,141.62
1743,Sulingen,Diepholz,Niedersachsen,12886,52.667,8.8,110.61
1744,Sulz am Neckar,Rottweil,Baden-Württemberg,12458,48.36278,8.63167,87.6
1745,Sulzbach-Rosenberg,Amberg-Sulzbach,Bayern,19252,49.5,11.75,53.19
1746,Sulzbach,Saarbrücken,Saarland,16343,49.283,7.067,16.12
1747,Sulzburg,Breisgau-Hochschwarzwald,Baden-Württemberg,2732,47.84028,7.70917,22.73
1748,Sundern,Hochsauerlandkreis,Nordrhein-Westfalen,27554,51.317,8.0,192.86
1749,Syke,Diepholz,Niedersachsen,24261,52.91306,8.82694,127.93
1750,Sömmerda,Sömmerda,Thüringen,18886,51.16167,11.11694,87.6
1751,Südliches Anhalt,Anhalt-Bitterfeld,Sachsen-Anhalt,13227,51.667,12.067,191.6
1752,Süßen,Göppingen,Baden-Württemberg,10155,48.67972,9.7575,12.78
1753,Tambach-Dietharz,Gotha,Thüringen,4381,50.78972,10.61667,41.54
1754,Tangerhütte,Stendal,Sachsen-Anhalt,10612,52.433,11.8,294.73
1755,Tangermünde,Stendal,Sachsen-Anhalt,10299,52.54083,11.96889,89.87
1756,Tann (Rhön),Fulda,Hessen,4382,50.65,10.017,60.45
1757,Tanna,Saale-Orla-Kreis,Thüringen,3507,50.49444,11.86111,87.18
1758,Tauberbischofsheim,Main-Tauber-Kreis,Baden-Württemberg,13234,49.6225,9.66278,69.31
1759,Taucha,Nordsachsen,Sachsen,15709,51.38,12.49361,33.7
1760,Taunusstein,Rheingau-Taunus-Kreis,Hessen,30068,50.133,8.15,67.03
1761,Tecklenburg,Steinfurt,Nordrhein-Westfalen,9138,52.21944,7.8125,70.37
1762,Telgte,Warendorf,Nordrhein-Westfalen,19841,51.98194,7.78556,90.6
1763,Teltow,Potsdam-Mittelmark,Brandenburg,27097,52.40222,13.27056,21.54
1764,Templin,Uckermark,Brandenburg,15636,53.11667,13.5,377.01
1765,Tengen,Konstanz,Baden-Württemberg,4690,47.81444,8.65917,61.98
1766,Tessin,Rostock,Mecklenburg-Western Pomerania,3997,54.017,12.467,24.52
1767,Teterow,Rostock,Mecklenburg-Western Pomerania,8334,53.767,12.567,47.17
1768,Tettnang,Bodenseekreis,Baden-Württemberg,19589,47.67083,9.5875,71.22
1769,Teublitz,Schwandorf,Bayern,7683,49.22083,12.08528,38.25
1770,Teuchern,Burgenlandkreis,Sachsen-Anhalt,8014,51.117,12.017,81.84
1771,Teupitz,Dahme-Spreewald,Brandenburg,1885,52.13611,13.61056,48.0
1772,Teuschnitz,Kronach,Bayern,1957,50.39583,11.38056,34.26
1773,Thale,Harz,Sachsen-Anhalt,17148,51.75,11.05,137.62
1774,Thalheim,Erzgebirgskreis,Sachsen,5968,50.7025,12.85167,10.92
1775,Thannhausen,Günzburg,Bayern,6351,48.267,10.467,20.02
1776,Tharandt,Sächsische Schweiz-Osterzgebirge,Sachsen,5416,50.98333,13.58083,71.22
1777,Themar,Hildburghausen,Thüringen,2771,50.50417,10.61583,20.19
1778,Thum,Erzgebirgskreis,Sachsen,5056,50.67111,12.95139,18.89
1779,Tirschenreuth,Tirschenreuth,Bayern,8623,49.883,12.333,66.54
1780,Titisee-Neustadt,Breisgau-Hochschwarzwald,Baden-Württemberg,12216,47.91222,8.21472,89.66
1781,Tittmoning,Traunstein,Bayern,5825,48.06306,12.76694,72.04
1782,Todtnau,Lörrach,Baden-Württemberg,4823,47.833,7.95,69.6
1783,Torgau,Nordsachsen,Sachsen,19768,51.56028,13.00556,102.53
1784,Torgelow,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,8972,53.617,14.0,72.22
1785,Tornesch,Pinneberg,Schleswig-Holstein,14131,53.7,9.717,20.62
1786,Traben-Trarbach,Bernkastel-Wittlich,Rheinland-Pfalz,5554,49.95111,7.11667,31.35
1787,Traunreut,Traunstein,Bayern,20951,47.967,12.583,45.05
1788,Traunstein,Traunstein,Bayern,20530,47.867,12.633,48.53
1789,Trebbin,Teltow-Fläming,Brandenburg,9728,52.21667,13.19972,125.66
1790,Trebsen,Leipzig,Sachsen,3795,51.28306,12.75,35.03
1791,Treffurt,Wartburgkreis,Thüringen,5936,51.13667,10.2375,72.46
1792,Trendelburg,Kassel,Hessen,4866,51.583,9.417,69.35
1793,Treuchtlingen,Weißenburg-Gunzenhausen,Bayern,13099,48.95528,10.90944,103.0
1794,Treuenbrietzen,Potsdam-Mittelmark,Brandenburg,7423,52.09722,12.87111,211.33
1795,Treuen,Vogtlandkreis,Sachsen,7790,50.5425,12.30222,43.74
1796,Triberg im Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg,4656,48.13083,8.23167,33.32
1797,Tribsees,Vorpommern-Rügen,Mecklenburg-Western Pomerania,2598,54.083,12.75,54.75
1798,Trier,Urban district,Rheinland-Pfalz,110674,49.75667,6.64139,117.06
1799,Triptis,Saale-Orla-Kreis,Thüringen,3597,50.733,11.85,32.96
1800,Trochtelfingen,Reutlingen,Baden-Württemberg,6330,48.30806,9.24444,79.14
1801,Troisdorf,Rhein-Sieg-Kreis,Nordrhein-Westfalen,74994,50.81611,7.15556,62.17
1802,Trossingen,Tuttlingen,Baden-Württemberg,17023,48.07556,8.63611,24.2
1803,Trostberg,Traunstein,Bayern,11273,48.017,12.55,51.36
1804,Tuttlingen,Tuttlingen,Baden-Württemberg,36507,47.985,8.82333,90.48
1805,Twistringen,Diepholz,Niedersachsen,12423,52.8,8.65,114.22
1806,Töging am Inn,Altötting,Bayern,9249,48.25,12.567,13.66
1807,Tönisvorst,Viersen,Nordrhein-Westfalen,29249,51.32083,6.49306,44.33
1808,TönningTønning / Taning,Nordfriesland,Schleswig-Holstein,4952,54.31722,8.94278,44.41
1809,Tübingen,Tübingen,Baden-Württemberg,91077,48.52,9.05556,108.12
1810,Uebigau-Wahrenbrück,Elbe-Elster,Brandenburg,5233,51.55,13.35,134.91
1811,Ueckermünde,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,8472,53.73889,14.04444,84.64
1812,Uelzen,Uelzen,Niedersachsen,33685,52.96472,10.56583,135.84
1813,Uetersen,Pinneberg,Schleswig-Holstein,18595,53.68722,9.66917,11.43
1814,Uffenheim,Neustadt a.d.Aisch-Bad Windsheim,Bayern,6564,49.517,10.25,59.47
1815,Uhingen,Göppingen,Baden-Württemberg,14479,48.70583,9.59194,24.79
1816,Ulmen,Cochem-Zell,Rheinland-Pfalz,3377,50.2086889,6.9795889,28.62
1817,Ulm,Stadtkreis,Baden-Württemberg,126405,48.4,9.983,118.69
1818,Ulrichstein,Vogelsbergkreis,Hessen,2908,50.583,9.2,65.61
1819,Ummerstadt,Hildburghausen,Thüringen,468,50.25833,10.82778,15.7
1820,Unkel,Neuwied,Rheinland-Pfalz,4971,50.60083,7.215,8.16
1821,Unna,Unna,Nordrhein-Westfalen,58816,51.53472,7.68889,88.52
1822,Unterschleißheim,Munich,Bayern,28824,48.28333,11.56667,14.93
1823,Usedom,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,1747,53.867,13.917,38.54
1824,Usingen,Hochtaunuskreis,Hessen,14722,50.33444,8.5375,55.83
1825,Uslar,Northeim,Niedersachsen,14068,51.65972,9.63583,113.4
1826,Vacha,Wartburgkreis,Thüringen,5055,50.82889,10.02139,44.41
1827,Vaihingen an der Enz,Ludwigsburg,Baden-Württemberg,29307,48.93278,8.95639,73.41
1828,Vallendar,Mayen-Koblenz,Rheinland-Pfalz,8764,50.3971361,7.6220222,13.22
1829,Varel,Friesland,Niedersachsen,23984,53.39694,8.13611,113.53
1830,Vechta,Vechta,Niedersachsen,32894,52.73056,8.28861,87.8
1831,Velbert,Mettmann,Nordrhein-Westfalen,81564,51.333,7.05,74.9
1832,Velburg,Neumarkt in der Oberpfalz,Bayern,5350,49.23278,11.67194,175.65
1833,Velden,Nürnberger Land,Bayern,1813,49.617,11.517,21.32
1834,Velen,Borken,Nordrhein-Westfalen,13112,51.89389,6.98972,70.52
1835,Vellberg,Schwäbisch Hall,Baden-Württemberg,4557,49.08778,9.88167,31.89
1836,Vellmar,Kassel,Hessen,18224,51.35,9.467,13.97
1837,Velten,Oberhavel,Brandenburg,12296,52.683,13.183,23.39
1838,Verden an der Aller,Verden,Niedersachsen,27636,52.92333,9.235,71.59
1839,Veringenstadt,Sigmaringen,Baden-Württemberg,2123,48.17833,9.21194,31.24
1840,Verl,Gütersloh,Nordrhein-Westfalen,25382,51.88306,8.51667,71.36
1841,Versmold,Gütersloh,Nordrhein-Westfalen,21697,52.04361,8.15,84.81
1842,Vetschau,Oberspreewald-Lausitz,Brandenburg,7862,51.78306,14.06667,110.22
1843,Viechtach,Regen,Bayern,8446,49.07917,12.88472,62.48
1844,Viernheim,Bergstraße,Hessen,34281,49.54167,8.57861,48.41
1845,Viersen,Viersen,Nordrhein-Westfalen,77376,51.25611,6.39722,91.07
1846,Villingen-Schwenningen,Schwarzwald-Baar-Kreis,Baden-Württemberg,85686,48.06028,8.45861,165.47
1847,Vilsbiburg,Landshut,Bayern,12231,48.45,12.35,68.85
1848,Vilseck,Amberg-Sulzbach,Bayern,6387,49.6,11.8,64.71
1849,Vilshofen an der Donau,Passau,Bayern,16950,48.63306,13.18306,86.36
1850,Visselhövede,Rotenburg (Wümme),Niedersachsen,9579,52.967,9.583,158.85
1851,Vlotho,Herford,Nordrhein-Westfalen,18384,52.16667,8.84972,76.92
1852,Voerde,Wesel,Nordrhein-Westfalen,36047,51.6,6.68333,53.49
1853,Vogtsburg,Breisgau-Hochschwarzwald,Baden-Württemberg,6121,48.08917,7.63167,37.4
1854,Vohburg a.d.Donau,Pfaffenhofen an der Ilm,Bayern,8541,48.767,11.617,45.19
1855,Vohenstrauß,Neustadt a.d.Waldnaab,Bayern,7518,49.617,12.333,74.07
1856,Volkach,Kitzingen,Bayern,8796,49.867,10.217,60.19
1857,Volkmarsen,Waldeck-Frankenberg,Hessen,6704,51.383,9.117,67.47
1858,Vreden,Borken,Nordrhein-Westfalen,22676,52.03306,6.83306,135.53
1859,Vöhrenbach,Schwarzwald-Baar-Kreis,Baden-Württemberg,3783,48.04556,8.30417,70.47
1860,Vöhringen,Neu-Ulm,Bayern,13780,48.283,10.083,23.63
1861,Völklingen,Saarbrücken,Saarland,39412,49.25,6.833,67.06
1862,Wachenheim,Bad Dürkheim,Rheinland-Pfalz,4585,49.44111,8.18,24.97
1863,Wadern,Merzig-Wadern,Saarland,15667,49.517,6.867,111.17
1864,Waghäusel,Karlsruhe,Baden-Württemberg,21079,49.25,8.517,42.84
1865,Wahlstedt,Segeberg,Schleswig-Holstein,9839,53.95,10.217,15.74
1866,Waiblingen,Rems-Murr-Kreis,Baden-Württemberg,55526,48.83028,9.31694,42.76
1867,Waibstadt,Rhein-Neckar-Kreis,Baden-Württemberg,5644,49.2975,8.92,25.57
1868,Waischenfeld,Bayreuth,Bayern,3055,49.85,11.333,55.65
1869,Waldbröl,Oberbergischer Kreis,Nordrhein-Westfalen,19599,50.87889,7.615,63.02
1870,Waldeck,Waldeck-Frankenberg,Hessen,6743,51.2,9.067,115.73
1871,Waldenbuch,Böblingen,Baden-Württemberg,8748,48.63722,9.13167,22.7
1872,Waldenburg,Hohenlohekreis,Baden-Württemberg,3025,49.183,9.633,31.55
1873,Waldenburg,Zwickau,Sachsen,4059,50.87583,12.59972,25.07
1874,Waldershof,Tirschenreuth,Bayern,4256,49.967,12.067,60.4
1875,Waldheim,Mittelsachsen,Sachsen,8845,51.067,13.017,41.62
1876,Waldkappel,Werra-Meißner-Kreis,Hessen,4228,51.15,9.883,96.48
1877,Waldkirchen,Freyung-Grafenau,Bayern,10732,48.7304778,13.601139,80.06
1878,Waldkirch,Emmendingen,Baden-Württemberg,21801,48.1,7.967,48.47
1879,Waldkraiburg,Mühldorf am Inn,Bayern,23604,48.217,12.4,21.53
1880,Waldmohr,Kusel,Rheinland-Pfalz,5111,49.39528,7.34111,13.07
1881,Waldmünchen,Cham,Bayern,6615,49.367,12.7,101.16
1882,Waldsassen,Tirschenreuth,Bayern,6626,50.0,12.3,66.54
1883,Waldshut-Tiengen,Waldshut,Baden-Württemberg,24067,47.62306,8.21444,77.98
1884,Walldorf,Rhein-Neckar-Kreis,Baden-Württemberg,15545,49.3,8.65,19.91
1885,Walldürn,Neckar-Odenwald-Kreis,Baden-Württemberg,11601,49.58306,9.36806,105.88
1886,Wallenfels,Kronach,Bayern,2589,50.2675,11.47333,45.6
1887,Walsrode,Heidekreis,Niedersachsen,30220,52.867,9.583,334.8
1888,Waltershausen,Gotha,Thüringen,12712,50.8975,10.55583,71.2
1889,Waltrop,Recklinghausen,Nordrhein-Westfalen,29472,51.617,7.383,46.98
1890,Wanfried,Werra-Meißner-Kreis,Hessen,4190,51.183,10.167,46.9
1891,Wangen im Allgäu,Ravensburg,Baden-Württemberg,26927,47.68583,9.83417,101.28
1892,Wanzleben-Börde,Börde,Sachsen-Anhalt,13716,52.067,11.433,188.07
1893,Warburg,Höxter,Nordrhein-Westfalen,22928,51.5,9.16972,168.71
1894,Warendorf,Warendorf,Nordrhein-Westfalen,37173,51.95389,7.99333,176.75
1895,Waren,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,21147,53.517,12.683,158.39
1896,Warin,Nordwestmecklenburg,Mecklenburg-Western Pomerania,3239,53.783,11.683,44.26
1897,Warstein,Soest,Nordrhein-Westfalen,24520,51.45,8.35,157.91
1898,Wassenberg,Heinsberg,Nordrhein-Westfalen,18830,51.1,6.15,42.41
1899,Wasserburg am Inn,Rosenheim,Bayern,12662,48.0617,12.2333,18.8
1900,Wassertrüdingen,Ansbach,Bayern,6063,49.033,10.6,53.58
1901,Wasungen,Schmalkalden-Meiningen,Thüringen,5450,50.66667,10.36667,89.09
1902,Wedel,Pinneberg,Schleswig-Holstein,33935,53.583,9.7,33.82
1903,Weener,Leer,Niedersachsen,15822,53.16917,7.35639,81.24
1904,Wegberg,Heinsberg,Nordrhein-Westfalen,28130,51.14167,6.27917,84.0
1905,Wegeleben,Harz,Sachsen-Anhalt,2474,51.867,11.167,51.76
1906,Wehr,Waldshut,Baden-Württemberg,13140,47.62972,7.90444,35.66
1907,Weida,Greiz,Thüringen,8318,50.775,12.05694,36.48
1908,Weiden in der Oberpfalz,Urban district,Bayern,42535,49.667,12.15,68.5
1909,Weikersheim,Main-Tauber-Kreis,Baden-Württemberg,7439,49.48167,9.89917,80.92
1910,"Weil am Rhein, Germany",Lörrach,Baden-Württemberg,30009,47.59472,7.61083,19.47
1911,Weil der Stadt,Böblingen,Baden-Württemberg,19107,48.75083,8.87056,43.17
1912,Weilburg,Limburg-Weilburg,Hessen,12955,50.483,8.25,57.45
1913,Weilheim an der Teck,Esslingen,Baden-Württemberg,10351,48.615,9.53861,26.51
1914,Weilheim in Oberbayern,Weilheim-Schongau,Bayern,22727,47.833,11.15,55.44
1915,Weimar,Urban district,Thüringen,65098,50.98333,11.31667,84.48
1916,Weingarten,Ravensburg,Baden-Württemberg,25158,47.80917,9.64444,12.17
1917,Weinheim,Rhein-Neckar-Kreis,Baden-Württemberg,45335,49.55,8.667,58.11
1918,Weinsberg,Heilbronn,Baden-Württemberg,12446,49.151806,9.285694,22.22
1919,Weinstadt,Rems-Murr-Kreis,Baden-Württemberg,26916,48.81111,9.36556,31.71
1920,Weismain,Lichtenfels,Bayern,4727,50.067,11.217,90.14
1921,Weiterstadt,Darmstadt-Dieburg,Hessen,26064,49.9,8.6,34.4
1922,Weißenberg,Bautzen,Sachsen,3067,51.19694,14.65944,50.92
1923,Weißenburg in Bayern,Weißenburg-Gunzenhausen,Bayern,18578,49.03056,10.97194,97.55
1924,Weißenfels,Burgenlandkreis,Sachsen-Anhalt,39958,51.2,11.967,113.51
1925,Weißenhorn,Neu-Ulm,Bayern,13699,48.3,10.167,53.69
1926,Weißensee,Sömmerda,Thüringen,3634,51.18333,11.06667,55.33
